game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-05-26,745902,6,2,8,Jonah Heim,641680,heimjo01,Leody Taveras,665750,taverle01,Nathaniel Lowe,663993,lowena01,Corey Seager,608369,seageco01,Marcus Semien,543760,semiema01,Ezequiel Duran,677649,duranez01,Travis Jankowski,608671,jankotr01,Josh Smith,669701,smithjo11,Adolis García,666969,garciad02,Willi Castro,650489,castrwi01,Manuel Margot,622534,margoma01,Kyle Farmer,571657,farmeky01,Ryan Jeffers,680777,jeffery01,Carlos Correa,621043,correca01,Jose Miranda,669304,miranjo01,Max Kepler,596146,keplema01,Carlos Santana,467793,santaca01,Christian Vázquez,543877,vazquch01,Garabito,642520,"Hernández, J",642546,hernajo02,Latz,656641,latzja01,Leclerc,600917,leclejo01,"López, P",641154,lopezpa01,Funderburk,681892,fundeko01,Alcala,660896,alcaljo01,Staumont,622251,staumjo01
