game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-02-26,748227,4,4,Luis Baez,800232,Brice Matthews,694728,Jordan Brewer,685084,C.J. Stubbs,667690,Colin Barber,683145,Waner Luciano,800294,Chase Jaworsky,814172,Joey Loperfido,694388,loperjo01,Quincy Hamilton,680810,Jace Jung,690291,Jake Holton,687724,Brady Allen,680918,Dillon Dingler,693307,Anthony Bemboom,621532,bemboan01,Gage Workman,669398,Ben Malgeri,701162,Cristian Santana,694184,Trei Cruz,669360,Arrighetti,681293,arrigsp01,"Ortega, O",661383,ortegol01,"Brown, A",676345,Robaina,678789,"Betancourt, C",678640,Guilfoil,805965,Flaherty,656427,flaheja01,Vest,676684,vestwi01,"Holton, T",663947,holtoty01,Brieske,689225,briesbe01,Wentz,666214,wentzjo01,Hanifee,669724,hanifbr01
