game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2021-06-16,633709,1,1,Sandy Alcantara,645261,alcansa01,Deven Marrero,571918,marrede01,Jon Berti,542932,bertijo01,Lewis Brinson,621446,brinsle01,Magneuris Sierra,642423,sierrma01,Jazz Chisholm Jr.,665862,chishja01,Jesús Sánchez,660821,sanchje02,Jorge Alfaro,595751,alfarjo01,Lewin Díaz,650331,diazle01,Dylan Carlson,666185,carlsdy01,Matt Carpenter,572761,carpema01,Tyler O'Neill,641933,oneilty01,Paul DeJong,657557,dejonpa01,Paul Goldschmidt,502671,goldspa01,José Rondón,602922,rondojo02,Ryan Helsley,664854,helslry01,Yadier Molina,425877,molinya01,Lane Thomas,657041,thomala02,"Alcantara, S",645261,alcansa01,Oviedo,670912,oviedjo01,"Miller, A",453192,millean01,Helsley,664854,helslry01
