game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-14,719129,2,2,4,Matt Fraizer,670208,Matt Gorski,685301,Mike Jarvis,690448,Miguel Andujar,609280,andujmi01,Jack Brannigan,687394,Lolo Sanchez,665975,Jason Delay,641511,delayja01,Maikol Escotto,683500,Malcom Nuñez,682650,Aaron Sabato,693306,Luis Baez,678637,Jake Rucker,696160,Mark Contreras,676628,contrma01,Noah Miller,695653,Will Holland,683735,Grayson Greiner,606988,greingr01,Tanner Schobel,802355,DaShawn Keirsey Jr.,680577,Nicolas,693312,nicolky01,"Hernandez, J",669796,hernajo03,Holderman,670059,holdeco01,Zamora,623354,zamorda01,Chatwood,543022,chatwty01,Minaya,573668,minayju01,Ober,641927,oberba01,Headrick,687396,headrbr01,"Santana, D",642701,santade01,Megill,656730,megiltr01,Webb,643778,webbty01
