game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID
2023-03-19,719051,8,7,15,Justin Toerner,682109,Andrew Knizner,668800,kniznan01,Kramer Robertson,670298,roberkr01,Pedro Pagés,686780,pagespe02,Óscar Mercado,640458,mercaos01,Luken Baker,663609,bakerlu01,Scott Hurst,656568,hurstsc01,Noah Mendlinger,702331,Juniel Querecuto,578570,quereju01,Rowdey Jordan,679821,Brad Malm,694246,Justin Guerrera,702478,José Peraza,606299,perazjo01,Jefrey De Los Santos,691645,Drake Osborn,688311,Dyron Campos,684495,Jesus Baez,800305,Michael Pérez,605421,perezmi03,"Hudson, Dak",641712,hudsoda02,"Thompson, Z.D.",668868,thompza02,Naughton,676050,naughpa01,"Stratton, C",608717,stratch01,Leahy,681517,leahyky01,Roach,681989,"Peterson, D",656849,peterda01,Robertson,502085,roberda08,Megill,656731,megilty01,Griffin,701803
