game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-02,706811,8,2,10,Brent Rooker,667670,rookebr01,Wander Javier,665820,Leobaldo Cabrera,660659,Yunior Severino,670870,Cole Sturgeon,657017,Jake Rucker,696160,José Godoy,608422,godoyjo01,Seth Gray,680799,Willie Joe Garry Jr.,681831,Brett Wisely,689172,wiselbr01,Kameron Misner,670224,Diego Infante,672653,Greg Jones,675659,Beau Brundage,663555,Hill Alexander,687882,Kyle Manzardo,700932,manzaky01,Blake Hunt,675448,Curtis Mead,678554,meadcu01,Smeltzer,656970,smeltde01,Thielbar,573204,thielca01,"Romero, J",664584,romerjh01,Coulombe,543056,couloda01,Jax,643377,jaxgr01,McClanahan,663556,mcclash01,Brigden,688953,Mazza,607391,mazzach01,"Bard, L",572703,bardlu01,Springs,605488,sprinje01,Poche,621363,pocheco01
