game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-06,719241,6,2,8,Yohendrick Pinango,682818,Bradlee Beesley,686977,Zach McKinstry,656716,mckinza01,Sergio Alcántara,642727,alcanse01,Jake Slaughter,670237,Dom Nuñez,624513,nunezdo01,Edwin Ríos,621458,riosed01,David Bote,623520,boteda01,Kevin Alcántara,682634,Cooper Hummel,669450,hummeco01,Robert Perez Jr.,672596,Jonatan Clase,682729,clasejo01,Kean Wong,642221,wongke01,Jacob Nottingham,641924,nottija01,Zach DeLoach,676113,deloaza01,Kaden Polcovich,687659,Drew Ellis,656403,ellisdr01,Mason McCoy,669200,mccoyma01,Wesneski,669713,wesneha01,Borucki,621366,borucry01,Boxberger,502202,boxbebr01,Wick,592858,wickro01,Duffey,608648,duffety01,"Brown, Be",676962,brownbe02,"Castillo, L",622491,castilu02,Then,672730,thenju01,"Miller, B",682243,millebr04,Topa,623437,topaju01,Speier,642100,speiega01,Saucedo,642048,sauceta01
