game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-17,747922,6,7,13,Harrison Spohn,695461,Andres Valor,808516,Fabian Lopez,808500,Will Banfield,677943,Angelo DiSpigna,805701,Brett Roberts,689355,Yiddi Cappe,691268,Torin Montgomery,687942,Osiris Johnson,677341,Yolmer Sánchez,570560,sanchca01,Ji Man Choi,596847,choiji01,Carlos Cortes,666126,Jose Iglesias,578428,iglesjo01,Starling Marte,516782,martest01,Tomás Nido,621512,nidoto01,Brandon McIlwain,666140,Stanley Consuegra,681679,Mark Vientos,668901,vientma01,Palacios,672712,"Sánchez, S",664350,sanchsi01,Smeltzer,656970,smeltde01,Emanuel,592288,emanuke01,Villalobos,681871,villael02,Quintana,500779,quintjo01,"Smith, Dr",622098,smithdr01,Díaz,621242,diazed04,Bickford,641360,bickfph01,Jay,664079,jayty01
