game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-18,719069,2,2,Matt Winaker,675980,Tim Locastro,641796,locasti01,Brett Baty,683146,batybr01,Junior Tilien,691708,Agustin Ruiz,672361,Diego Mosquera,699305,DJ Stewart,621466,stewadj01,Hayden Senger,663584,Willy Fanas,694217,Grae Kessinger,666197,kessigr01,Tommy Sacco Jr.,690474,J.J. Matijevic,656695,matijjj01,David Hensley,682073,henslda01,Bligh Madris,676632,madribl01,Yainer Diaz,673237,diazya02,Zach Cole,805904,Narbe Cruz,700358,Zach Daniels,671113,Scherzer,453286,scherma01,"Smith, Dr",622098,smithdr01,Hunter,488984,hunteto02,"Valdez, F",664285,valdefr01,"Abreu, B",650556,abreubr01,Montero,606160,montera01,"Davis, A",656354,davisau01,Buttrey,621142,buttrty01
