game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Away_P_9_bbrefID,over_under_runline
633655,2021-06-14,3,10,13,118,Kansas City Royals,116,Detroit Tigers,27006,26999,Robbie Grossman,543257,grossro01,Harold Castro,605612,castrha01,Jonathan Schoop,570731,schoojo01,Miguel Cabrera,408234,cabremi01,Eric Haase,606992,haaseer01,Nomar Mazara,608577,mazarno01,Niko Goodrum,592348,goodrni01,Akil Baddoo,668731,baddoak01,Whit Merrifield,593160,merriwh01,Carlos Santana,467793,santaca01,Salvador Perez,521692,perezsa02,Jorge Soler,624585,solerjo01,Hunter Dozier,641531,doziehu01,Kelvin Gutiérrez,642721,gutieke01,Edward Olivares,658668,olivaed02,Hanser Alberto,593643,alberha01,Brad Keller,641745,kellebr01,Matthew Boyd,571510,boydma01,Ervin Santana,429722,santaer01,Joe Jiménez,641729,jimenjo02,Jason Foley,671345,foleyja01,Alex Lange,656638,langeal01,Kyle Funkhouser,608335,funkhky01,Buck Farmer,571656,farmebu01,José Cisnero,542585,cisnejo01,Michael Fulmer,605242,fulmemi01,Daniel Norris,596057,norrida01,9.5
