game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-04,641985,1,6,7,CJ Alexander,680769,Michael Harris II,671739,harrimi04,Drew Waters,671221,waterdr01,Sean Kazmar Jr.,453527,kazmase01,Jonathan Morales,664966,Ryan Goins,572365,goinsry01,Terone Harris III,674677,Shea Langeliers,669127,langesh01,Alex Jackson,656577,jacksal02,Will Craig,643269,craigwi01,Canaan Smith-Njigba,675986,smithca05,Nick Gonzales,693304,gonzani01,Rodolfo Castro,666801,castrro01,Travis Swaggerty,680552,swaggtr01,Joe Hudson,621529,hudsojo03,Mason Martin,676733,Cal Mitchell,668751,mitchca01,Ji Hwan Bae,678225,baeji01,"Wilson, B",669060,wilsobr02,Matzek,554431,matzety01,Sobotka,656977,sobotch01,"De La Cruz, J",665600,Woods,682016,woodswi02,Johnstone,641733,Anderson,542881,anderty01,Crick,605195,crickky01,Shreve,592741,shrevch01,Bednar,670280,bednada01,Howard,607572,howarsa01,Holmes,605280,holmecl01
