game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-16,642097,13,13,José Godoy,608422,godoyjo01,Julio Rodríguez,677594,rodriju01,Donovan Walton,622268,waltodo01,Sam Travis,607752,travisa01,José Marmolejos,592530,marmojo01,Jantzen Witte,642220,Braden Bishop,623323,bishobr01,Jack Reinheimer,595373,reinhja01,Dillon Thomas,605504,thomadi01,Freddy Fermin,666023,fermifr01,Erick Peña,691179,Anderson Miller,663402,Kyle Isbel,664728,isbelky01,Bobby Witt Jr.,677951,wittbo02,Clay Dungan,687867,Nick Loftin,679845,loftini01,MJ Melendez,669004,melenmj01,Nick Pratto,668472,prattni01,Sheffield,656954,sheffju01,Sadler,594987,sadleca02,Vest,676684,vestwi01,Gerber,680702,gerbejo01,Steckenrider,608716,steckdr01,"Keller, B",641745,kellebr01,Brach,542960,brachbr01,"Hernández, C",672578,hernaca04,"Davis, W",451584,daviswa01,"Barlow, S",605130,barlosc01,Hahn,534910,hahnje01,Skoglund,607215,skogler01
