game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-11,748011,7,2,9,Coco Montes,663796,monteco01,Aaron Schunk,668845,Braxton Fulford,690924,Drew Romo,691011,Niko Decolati,680719,Hunter Goodman,696100,goodmhu01,Jordan Beck,687597,beckjo01,Nic Kent,684715,Kyle Datres,663979,Brett Phillips,621433,phillbr02,Mark Payton,592622,paytoma01,Gavin Sheets,657757,sheetga01,Zach Remillard,621545,remilza01,Danny Mendick,664901,mendida01,Paul DeJong,657557,dejonpa01,Dominic Fletcher,666150,fletcdo01,Chuckie Robinson,642020,robinch04,Mike Moustakas,519058,moustmi01,Freeland,607536,freelky01,Carasiti,571539,carasma01,Vodnik,680767,vodnivi01,Bird,656234,birdja01,Pint,666207,pintri01,Molina,683627,molinan01,Kopech,656629,kopecmi01,Then,672730,thenju01,Ray,687258,Woodford,663765,woodfja01,Horn,690544,Berroa,672860,berropr01,Banks,621383,banksta01
