game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-19,642131,7,11,18,Dalton Kelly,665138,Esteban Quiroz,606019,quiroes01,Tristan Gray,656484,graytr01,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Xavier Edwards,669364,edwarxa01,Brett Sullivan,664954,sullibr01,René Pinto,650907,pintore02,Joseph Odom,641929,odomjo01,Kevin Plawecki,608700,plaweke01,Michael Chavis,656308,chavimi01,Chris Herrmann,543302,herrmch01,Gilberto Jimenez,678362,Triston Casas,671213,casastr01,Jonathan Araúz,660620,arauzjo01,Christian Arroyo,624414,arroych01,Jarren Duran,680776,duranja01,Michael Gettys,656455,Hill,448179,hillri01,Head,545343,headlo01,Archer,502042,archech01,Sherriff,595411,sherrry01,Kittredge,552640,kittran01,Krehbiel,607216,krehbjo01,Eovaldi,543135,eovalna01,"Espinal, R",642659,espinra01,Whitlock,676477,whitlga01,Ottavino,493603,ottavad01
