game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-18,707027,9,5,14,Cullen Large,675925,Orelvis Martinez,682619,Chavez Young,669945,Vinny Capra,681962,capravi01,Logan Warmoth,657089,Spencer Horwitz,687462,horwisp01,Gosuke Katoh,641741,katohgo01,Tyler Heineman,623168,heinety01,Otto Lopez,672640,lopezot01,Joey Ortiz,687401,ortizjo06,Brett Cumberland,656340,Robert Neustrom,680438,J.D. Mundy,687398,Colton Cowser,681297,cowseco01,Patrick Dorrian,657562,Hudson Haskin,681370,Rylan Bannon,676625,bannory01,Jordan Westburg,676059,westbjo01,Berríos,621244,berrijo01,Spraker,676942,"Anderson, S",641312,andersh01,"Hernandez, A",681753,Thornton,663423,thorntr01,"Johnston, K",656594,Eisert,685126,Watkins,657093,watkisp01,Naughton,676987,"Scott, Tan",656945,scottta01,Lakins Sr.,664042,lakintr01,Vespi,663989,vespini01,Baumann,571473,baumabu01,Almengo,658742
