game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2023-03-23,718992,6,3,9,Brandon Crawford,543063,crawfbr01,Brett Wisely,689172,wiselbr01,Brett Auerbach,682266,Casey Schmitt,669477,schmica01,Ford Proctor,665154,proctfo01,Will Wilson,669717,Ismael Munguia,665998,Carter Aldrete,666177,Luis Matos,682641,matoslu02,Terrell Tatum,695299,Moisés Castillo,665940,Zach Remillard,621545,remilza01,Seby Zavala,664874,zavalse01,Jake Marisnick,545350,marisja01,Chris Shaw,622046,shawch01,Erik González,570481,gonzaer01,Sebastián  Rivero,665861,riverse01,Romy Gonzalez,663853,gonzaro01,Manaea,640455,manaese01,Brebbia,605154,brebbjo01,Yajure,664337,yajurmi01,Kopech,656629,kopecmi01,Middleton,641871,middlke01,Santos,666619,santogr01,"Shaw, B",543766,shawbr01,Freeman,673965,"Pérez, A",680970
