game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-24,718975,3,3,Jorge Oña,671250,onajo01,Wyatt Hoffman,703715,Nathan Martorella,687210,Brandon Dixon,641525,dixonbr01,Taylor Kohlwey,670128,kohlwta01,Chase Valentine,701106,Justin Farmer,668993,Daniel Johnson,669288,johnsda07,Brett Sullivan,664954,sullibr01,Brett Phillips,621433,phillbr02,Jake Lamb,571875,lambja01,Jordyn Adams,677941,adamsjo03,Jose Gomez,650506,Adrian Placencia,691269,Trey Cabbage,663550,cabbatr01,Osmy Gregorio,668577,Gustavo Campero,672569,David Calabrese,683341,Snell,605483,snellbl01,"Tapia, D",593619,tapiado01,Honeywell,641703,honeybr01,Canning,656288,cannigr01,Loup,571901,loupaa01,Warren,681810,warreau01,Quijada,650671,quijajo01,Joyce,690829,joycebe01,"Valdez, C",491624,valdece01
