game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2023-03-27,718925,3,1,4,Corey Julks,667452,julksco01,Mauricio Dubón,643289,dubonma01,J.J. Matijevic,656695,matijjj01,Korey Lee,686676,leeko01,Bligh Madris,676632,madribl01,Dixon Machado,553988,machadi01,Rylan Bannon,676625,bannory01,Yainer Diaz,673237,diazya02,Justin Dirden,688869,Shay Whitcomb,694376,Pedro León,694175,C.J. Stubbs,667690,Luke Berryhill,666124,Grae Kessinger,666197,kessigr01,Marty Costes,664753,Joe Perez,669309,perezjo02,J.C. Correa,682182,Zach Daniels,671113,Blanco,669854,blancro01,Pressly,519151,pressry01,Stanek,592773,stanery01,"Taylor, B",642130,taylobl01,"Abreu, B",650556,abreubr01,"Martinez, S",661527,martise01,"Davis, A",656354,davisau01,"France, J",641585,francjp01,Dubin,681869,dubinsh01,"Garcia, B",650530,garcibr01
