game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-22,641611,4,4,Rodolfo Durán,660710,Darick Hall,669742,hallda02,Matt Joyce,459964,joycema01,Travis Jankowski,608671,jankotr01,Luis García,677593,Mickey Moniak,666160,moniami01,Luke Williams,663897,willilu01,Bryson Stott,681082,stottbr01,Johan Rojas,679032,rojasjo03,Armando Alvarez,669137,Max McDowell,664120,Thomas Milone,641882,Chris Gittens,656467,gittech01,Austin Wells,669224,wellsau01,Trey Amburgey,664011,amburtr01,Sócrates Brito,593647,britoso01,Oswald Peraza,672724,perazos02,Ezequiel Duran,677649,duranez01,"Nola, Aa",605400,nolaaa01,Kintzler,445213,kintzbr01,Watson,453265,watsoto01,Neris,593576,nerishe01,"De Los Santos, E",660853,delosen01,Taillon,592791,taillja01,Green,643338,greench03,Chapman,547973,chapmar01,O'Day,503285,odayda01,Wilson,458677,wilsoju10,Cortes,641482,cortene01,Lyons,544928,lyonsty01
