game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2024-02-24,748250,2,6,8,Adael Amador,691182,Grant Lavigne,680693,Drew Romo,691011,Yanquiel Fernandez,692585,Zac Veen,691728,Benny Montgomery,695603,Willie MacIver,680862,Warming Bernabel,682653,Ryan Ritter,690022,A.J. Vukovich,691021,Wilderd Patiño,679741,Kristian Robinson,677565,Caleb Roberts,681134,Neyfy Castillo,678689,Andrés Chaparro,665953,Blaze Alexander,677942,alexabl01,J.J. D'Orazio,683490,Kevin Newman,621028,newmake01,Davis,663562,davisno01,Rock,697812,"Mejia, J",675848,Wilcox,664048,Hill,677955,Hartlieb,664129,hartlge01,"Nelson, R",669194,nelsory01,Castro,612434,castrmi01,Frías,666818,friaslu01,"Martinez, Ju",679885,martiju01,Saalfrank,685314,saalfan01,Strzelecki,657265,strzepe01,"Castillo, J",620454,castijo03,Backhus,679775
