game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2021-03-27,641541,5,8,13,Yusniel Díaz,666783,diazyu01,Austin Wynns,642851,wynnsau01,Ryan McKenna,663630,mckenry01,Brett Cumberland,656340,Adley Rutschman,668939,rutscad01,Tyler Nevin,663527,nevinty01,Jordan Westburg,676059,westbjo01,Stevie Wilkerson,592859,wilkest01,Terrin Vavra,679631,vavrate01,Braden Shewmake,669699,shewmbr01,Ehire Adrianza,501303,adriaeh01,Ender Inciarte,542255,inciaen01,Sean Kazmar Jr.,453527,kazmase01,Travis Demeritte,641513,demertr01,William Contreras,661388,contrwi02,Pablo Sandoval,467055,sandopa01,Johan Camargo,622666,camarjo01,Connor Johnstone,641733,Means,607644,meansjo01,Lakins Sr.,664042,lakintr01,Tate,622253,tatedi01,Greene,641632,greenco01,Hanhold,621098,hanhoer01,Fried,608331,friedma01,Tomlin,458708,tomlijo01,"Smith, W",519293,smithwi04,Burrows,641425,Jackson,592426,jackslu01,Minter,621345,minteaj01,"De La Cruz, J",665600,Johnstone,641733
