game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID
2023-03-18,719060,6,4,10,Jose Izarra,692222,Luke Williams,663897,willilu01,Justin Yurchak,657144,Jake Vogel,691949,Ryan Ward,669899,Brandon Lewis,686781,David Freitas,571679,freitda01,Drew Avans,682183,Bradley Zimmer,605548,zimmebr01,Moisés Castillo,665940,Luis Mieses,672635,Billy Hamilton,571740,hamilbi02,Chris Shaw,622046,shawch01,Victor Reyes,622682,reyesvi01,Laz Rivera,650528,Tristan Stivors,690086,Sebastián  Rivero,665861,riverse01,Nate Mondou,670148,mondona01,Grove,675627,grovemi01,Knowles,682087,Suero,593833,suerowa01,Almonte,622075,almonye01,Graterol,660813,gratebr01,"Miller, S",571946,millesh01,"González, V",624647,gonzavi02,Kopech,656629,kopecmi01,Mateo,670376,Diekman,518617,diekmja01,Avila,687014,avilani01,Middleton,641871,middlke01,Alexy,669935,alexyaj01,Green,669662,"Kelly, J",523260,kellyjo05,Stivors,690086
