game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-02-25,748242,1,3,4,Alberto Hernandez,800516,Collin Price,805672,Garret Guillemette,695048,Justin Dirden,688869,Miguel Palma,682692,Waner Luciano,800294,Chase Jaworsky,814172,Quincy Hamilton,680810,Cam Fisher,801176,Austin Allen,664119,allenau01,Jett Williams,702518,Rylan Bannon,676625,bannory01,Kevin Parada,691006,Rhylan Thomas,689041,Stanley Consuegra,681679,Carlos Cortes,666126,Jose Iglesias,578428,iglesjo01,JT Schwartz,681286,Bielak,656232,bielabr01,Blubaugh,805123,Endersby,684544,Kouba,688763,Gusto,687473,Buttó,676130,buttojo01,Adams,613534,adamsau02,"Ramírez, Y",670990,ramiryo01,Sulser,642121,sulseco01,Jay,664079,jayty01,Gervase,801434,"Santos, J",681744
