game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-18,747905,3,3,6,Carlos Pérez,542208,perezca02,Esteury Ruiz,665923,ruizes01,Drew Lugbauer,656666,Colby Thomas,687515,Brett Harris,695391,harribr02,Logan Davidson,669722,Myles Naylor,802504,Hoy Park,660829,parkho01,Jacob Wilson,805779,Tim Tawa,694374,Tommy Troy,694371,Neyfy Castillo,678689,Sheng-Ping Chen,691283,Jesus Valdez,678232,Gavin Logan,678099,Brett Johnson,805842,Jancarlos Cintron,676857,Jakey Josepha,699228,Stripling,548389,stripro01,"Kelly, M",547184,kellymi03,"Jackson, Z",667427,jacksza02,Spence,687765,spencmi01,"Kelly, M",518876,kellyme01,Rice,687095,Sewald,623149,sewalpa01,"Nelson, K",669459,nelsoky01,"Allen, L.S.",663531,allenlo01
