game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-01,642143,5,3,8,CJ Alexander,680769,Braden Shewmake,669699,shewmbr01,Drew Waters,671221,waterdr01,Sean Kazmar Jr.,453527,kazmase01,Travis Demeritte,641513,demertr01,Jonathan Morales,664966,Johan Camargo,622666,camarjo01,Bryce Ball,668787,Justin Dean,681909,Yairo Muñoz,622168,munozya01,Nick Yorke,694377,Jeter Downs,669023,downsje01,Jonathan Araúz,660620,arauzjo01,Roldani Baldwin,650380,Kole Cottam,663526,Josh Ockimey,656807,Jarren Duran,680776,duranja01,Michael Gettys,656455,Ynoa,660623,ynoahu01,Hoekstra,664940,Toussaint,657053,toussto01,Minter,621345,minteaj01,Matzek,554431,matzety01,"De La Cruz, J",665600,"Richards, G",572070,richaga01,Hart,606996,hartky01,McCarthy,641838,mccarke01,Ward,663658,wardth01,Seabold,657756,seaboco01,Grotz,665093,grotzza01
