game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-26,641976,3,6,9,Luis Liberato,642451,liberlu01,Eric Filia,596107,Jordan Cowan,643268,Luis Torrens,620443,torrelu01,Sam Travis,607752,travisa01,José Marmolejos,592530,marmojo01,Jantzen Witte,642220,Jack Reinheimer,595373,reinhja01,Dillon Thomas,605504,thomadi01,Eguy Rosario,666703,rosareg01,Jorge Mateo,622761,mateojo01,Taylor Williams,592865,willita01,Brian O'Grady,657434,ogradbr01,Tucupita Marcano,672779,marcatu01,Pedro Florimón,465753,floripe01,CJ Abrams,682928,abramcj01,John Andreoli,607430,andrejo03,Webster Rivas,593590,rivaswe01,"Gonzales, M",594835,gonzama02,Gerber,680702,gerbejo01,"Swanson, E",657024,swanser01,Montero,606160,montera01,Graveman,608665,graveke01,Weathers,677960,weathry01,"Thompson, M",666168,thompma02,Melancon,453343,melanma01,Pomeranz,519141,pomerdr01,Pagán,641941,paganem01,Knehr,663753,knehrre01,"Williams, T",592865,willita01
