game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-06,719248,1,7,8,Alex McKenna,665173,Korey Lee,686676,leeko01,Kenedy Corona,685744,Grae Kessinger,666197,kessigr01,Ross Adolph,680244,Rylan Bannon,676625,bannory01,Jordan Brewer,685084,C.J. Stubbs,667690,Mauricio Dubón,643289,dubonma01,Nathan Church,701675,Victor Scott II,687363,scottvi01,Andrew Knizner,668800,kniznan01,Pedro Pagés,686780,pagespe02,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Scott Hurst,656568,hurstsc01,Taylor Motter,600301,motteta01,Juniel Querecuto,578570,quereju01,"Brown, H",686613,brownhu01,Buttrey,621142,buttrty01,Blanco,669854,blancro01,Gage,657424,gagema01,Melendez,686459,Tamarez,685377,Flaherty,656427,flaheja01,Matz,571927,matzst01,VerHagen,572403,verhadr01,Hence,693311,"Stratton, C",608717,stratch01
