game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2023-03-24,718974,3,5,8,Ethan Hearn,683001,Luis Torrens,620443,torrelu01,Haydn McGeary,702333,Liam Spence,687608,Andy Garriola,696513,Zach Davis,667493,Luis Verdugo,677605,David Bote,623520,boteda01,Nelson Velázquez,676369,velazne01,Meibrys Viloria,650619,vilorme01,Sterling Romero,682682,Junior Sanquintin,682628,Christian Cairo,686551,Aaron Pinto,681259,Will Brennan,686823,brennwi02,David Fry,681807,fryda01,Rafael Ramirez Jr.,800201,Myles Straw,664702,strawmy01,Sampson,592716,sampsad01,"Rodríguez, M",655889,rodrima01,Hecht,643357,Leiter Jr.,643410,leitema02,Burdi,595897,burdini01,Plesac,668676,plesaza01,Morgan,669212,morgael01,Karinchak,675916,karinja01,Herrin,682120,herriti01,Marman,663613
