game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-05,748100,4,4,Caleb Hamilton,643348,hamilca01,Ehire Adrianza,501303,adriaeh01,Willie Calhoun,641432,calhowi01,Livan Soto,670869,sotoli01,Jordyn Adams,677941,adamsjo03,Hunter Dozier,641531,doziehu01,Jake Marisnick,545350,marisja01,Kyren Paris,677347,parisky01,Jo Adell,666176,adelljo01,Jose Ramos,682947,Brendon Davis,663478,davisbr04,Ryan Ward,669899,Kevin Padlo,656821,padloke01,Drew Avans,682183,Dalton Rushing,687221,Trey Sweeney,700242,Austin Gauthier,702789,Kody Hoese,682210,Silseth,681217,silsech01,"Thomas, T",668869,Joyce,690829,joycebe01,Zuñiga,670871,zuniggu01,Mederos,682989,medervi01,Strickland,519326,strichu01,"Miller, Bo",676272,millebo06,"Hudson, Dan",543339,hudsoda01,Crismatt,622503,crismna01,"Phillips, E",623465,phillev01,Treinen,595014,treinbl01,Wilson,458677,wilsoju10,Gage,657424,gagema01,Feyereisen,656420,feyerjo01
