game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-30,707025,6,7,13,Niko Hulsizer,680881,Tyler Frank,667611,Joe Hudson,621529,hudsojo03,Ryan Spikes,691797,Jordan Qsar,682040,Hill Alexander,687882,Grant Witherspoon,680710,Ruben Cardenas,665180,Tristan Gray,656484,graytr01,Andrew Daschbach,669898,Ryan McKenna,663630,mckenry01,AJ Graffanino,664690,Richie Martin,621006,martiri01,Kyle Stowers,669065,stoweky01,Kelvin Gutiérrez,642721,gutieke01,Chris Owings,572008,owingch01,Tyler Nevin,663527,nevinty01,Jacob Nottingham,641924,nottija01,Fleming,676596,flemijo01,Springs,605488,sprinje01,"Bard, L",572703,bardlu01,Poche,621363,pocheco01,Beeks,656222,beeksja02,Kittredge,552640,kittran01,Peguero,666711,Ogando,642657,ogandcr01,Zimmermann,669145,zimmebr02,"Bautista, F",642585,bautife01,Ellis,595939,ellisch01,"López, Jo",605347,lopezjo02,Krehbiel,607216,krehbjo01
