game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-24,642167,2,4,6,Erick Mejia,625510,mejiaer01,Hanser Alberto,593643,alberha01,Anderson Miller,663402,Nick Dini,664926,dinini01,Jarrod Dyson,502481,dysonja01,Clay Dungan,687867,Nicky Lopez,670032,lopezni01,Ryan O'Hearn,656811,ohearry01,Emmanuel Rivera,656896,riverem01,Anthony Bemboom,621532,bemboan01,Livan Soto,670869,sotoli01,Scott Schebler,594988,schebsc01,Taylor Ward,621493,wardta01,Jose Rojas,670351,rojasjo02,Jordyn Adams,677941,adamsjo03,Jared Walsh,665120,walshja01,Phil Gosselin,594838,gosseph01,Kean Wong,642221,wongke01,Lynch IV,663738,lynchda02,Junis,596001,junisja01,"Holland, G",518813,hollagr01,Bowlan,680742,bowlajo01,Staumont,622251,staumjo01,Cox,680735,coxau01,Quintana,500779,quintjo01,"Iglesias, R",628452,iglesra01,Mayers,594577,mayermi01,Slegers,642083,slegeaa01,Chavez,445926,chaveje01,Rowen,594985,rowenbe01
