game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-05,641543,4,4,Nick Gordon,624503,gordoni01,Caleb Hamilton,643348,hamilca01,Alex Isola,684576,Rob Refsnyder,608701,refsnro01,Keon Broxton,542979,broxtke01,Andrew Romine,461865,rominan01,Drew Maggi,543482,maggidr01,Tomás Telis,542513,telisto01,Gilberto Celestino,665482,celesgi01,Michael Harris II,671739,harrimi04,Braden Shewmake,669699,shewmbr01,Ehire Adrianza,501303,adriaeh01,Drew Waters,671221,waterdr01,Sean Kazmar Jr.,453527,kazmase01,Jonathan Morales,664966,Bryce Ball,668787,Terone Harris III,674677,Guillermo Heredia,628338,heredgu01,Shoemaker,533167,shoemma01,"Anderson, S",641312,andersh01,Dobnak,677976,dobnara01,Waddell,663399,waddebr01,Farrell,608652,farrelu01,Wright,657140,wrighky01,"Smith, W",519293,smithwi04,"Jones, N",518858,jonesna01,"Webb, J",657097,webbja01,"Hernández, D",678226,hernada03
