game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-13,747989,5,6,11,C.J. Stubbs,667690,Will Wagner,695238,Joey Loperfido,694388,loperjo01,Pedro León,694175,Trey Cabbage,663550,cabbatr01,Jesús Bastidas,665846,Jacob Melton,689200,Chad Stevens,677060,Narbe Cruz,700358,Mateo Gil,680771,Joe Suozzi,679545,Rowdey Jordan,679821,Trayce Thompson,572204,thomptr01,Jeremiah Jackson,669236,William Lugo,683493,Austin Allen,664119,allenau01,Rylan Bannon,676625,bannory01,Ben Gamel,592325,gamelbe01,Javier,664299,javiecr01,Montero,606160,montera01,Strotman,675977,Hader,623352,haderjo01,"Abreu, B",650556,abreubr01,Coleman,669395,colemdy01,McDonald,680423,"Severino, L",622663,severlu01,Diekman,518617,diekmja01,"López, Jo",605347,lopezjo02,"Smith, Dr",622098,smithdr01,Fujinami,660261,fujinsh01,Núñez,673380,nunezde01,Parsons,663500
