game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-22,747853,2,8,10,Yohel Pozo,650968,pozoyo01,Jeremy Eierman,663369,Daz Cameron,663662,camerda01,Hoy Park,660829,parkho01,Lawrence Butler,671732,butlela01,Carlos Pérez,542208,perezca02,Darell Hernaiz,687231,hernada04,Cooper Bowman,688682,Logan Davidson,669722,Brett Phillips,621433,phillbr02,Wilber Sanchez,684712,Wilfred Veras,691442,Samuel Zavala,694214,Bryan Ramos,682868,ramosbr01,Korey Lee,686676,leeko01,Alsander Womack,703920,Jacob Burke,804240,Caden Connor,804645,Boyle,671212,boylejo01,Emanuels,669434,Nittoli,657697,nittovi01,Erceg,668674,erceglu01,Spence,687765,spencmi01,"Ferguson, T",621053,ferguty01,Woodford,663765,woodfja01,"Hill, T",657612,hillti01,Leone,608678,leonedo01,Cousins,664776,cousija01,"Anderson, J",605121,anderju01,Silven,681185
