game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-08,719217,7,7,Yoyner Fajardo,679938,Chance Sisco,642082,siscoch01,David Bañuelos,675915,banueda01,Yunior Severino,670870,Kala'i Rosario,693850,Anthony Prato,668791,Chris Williams,675910,Seth Gray,680799,DaShawn Keirsey Jr.,680577,Zach Britton,676309,Alex De Jesus,682942,John Aiello,663628,Phil Clarke,671287,LJ Talley,663544,Zac Cook,674330,Orelvis Martinez,682619,Davis Schneider,676914,schneda03,Gabriel Martinez,683447,Ober,641927,oberba01,Dobnak,677976,dobnara01,Megill,656730,megiltr01,"Duran, J",661395,duranjh01,"Santana, D",642701,santade01,Alcala,660896,alcaljo01,Blackwood,670154,Manoah,666201,manoaal01,Rees,682448,Romano,605447,romanjo03,"Richards, T",670950,richatr01,Thornton,663423,thorntr01,"Bard, L",572703,bardlu01,"Fernández, Jul",642759,fernaju02
