game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-26,718943,2,2,4,Ildemaro Vargas,545121,vargail01,Michael Chavis,656308,chavimi01,Daylen Lile,695734,Trey Lipscomb,702358,lipsctr01,Jared McKenzie,686982,Jacob Young,696285,youngja03,Riley Adams,656180,adamsri03,Cody Wilson,680963,wilsoco01,Matt Adams,571431,adamsma01,Jon Berti,542932,bertijo01,Victor Mesa Jr.,683748,Cristhian Rodriguez,682725,Kyler Castillo,689763,Jose Iglesias,578428,iglesjo01,Chase Luttrell,702292,Paul McIntosh,682192,Avisaíl García,541645,garciav01,Alex De Goti,621008,degotal01,"Gray, Js",680686,grayjo03,Edwards Jr.,605218,edwarca01,Finnegan,640448,finneky01,"Thompson, M",666168,thompma02,Luzardo,666200,luzarje01,"Barnes, M",598264,barnema01,Floro,571670,florody01,Nardi,677053,nardian01,Chargois,608638,chargjt01
