game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2021-04-23,634429,6,6,Victor Robles,645302,roblevi01,Starlin Castro,516770,castrst01,Josh Harrison,543281,harrijo05,Josh Bell,605137,belljo02,Yan Gomes,543228,gomesya01,Kyle Schwarber,656941,schwaky01,Andrew Stevenson,664057,stevean01,Yadiel Hernandez,628450,hernaya01,Trea Turner,607208,turnetr01,Michael Conforto,624424,confomi01,Tomás Nido,621512,nidoto01,Luis Guillorme,641645,guilllu01,Jeff McNeil,643446,mcneije01,Albert Almora Jr.,546991,almoral01,Pete Alonso,624413,alonspe01,Jacob deGrom,594798,degroja01,Francisco Lindor,596019,lindofr01,Brandon Nimmo,607043,nimmobr01,Fedde,607200,feddeer01,Finnegan,640448,finneky01,Voth,608723,vothau01,McGowin,641851,mcgowky01,deGrom,594798,degroja01
