game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-21,719017,6,2,8,Christopher Morel,666624,morelch01,Patrick Wisdom,621550,wisdopa01,Tucker Barnhart,571466,barnhtu01,Nelson Maldonado,663891,Mike Tauchman,643565,tauchmi01,Dansby Swanson,621020,swansda01,Nico Hoerner,663538,hoernni01,Matt Mervis,670223,mervima01,Nelson Velázquez,676369,velazne01,Tucker Bradley,674646,Tyler Tolbert,686475,Nick Loftin,679845,loftini01,John Rave,670231,Morgan McCullough,668833,Jake Means,689374,Jorge Bonifacio,593528,bonifjo01,Jakson Reetz,656883,reetzja01,Logan Porter,682515,portelo01,Taillon,592791,taillja01,Leiter Jr.,643410,leitema02,Lyles,543475,lylesjo01,Willeman,657116,Chapman,547973,chapmar01,Pennington,679156,Bubic,663460,bubickr01
