game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2021-03-20,642108,6,6,12,Erick Mejia,625510,mejiaer01,Erick Peña,691179,Anderson Miller,663402,Nick Dini,664926,dinini01,Kyle Isbel,664728,isbelky01,Jeison Guzmán,665834,Nicky Lopez,670032,lopezni01,Nick Pratto,668472,prattni01,Emmanuel Rivera,656896,riverem01,Jose Herrera,645444,herrejo04,Josh VanMeter,642165,vanmejo01,Taylor Widener,642203,widenta01,Trayce Thompson,572204,thomptr01,Jake McCarthy,664983,mccarja02,Wyatt Mathisen,621500,mathiwy01,Domingo Leyba,642736,leybado01,Pavin Smith,656976,smithpa04,Juniel Querecuto,578570,quereju01,"Duffy, D",518633,duffyda01,Brach,542960,brachbr01,"Davis, W",451584,daviswa01,"Barlow, S",605130,barlosc01,Hahn,534910,hahnje01,"Hernández, C",672578,hernaca04,Weaver,596133,weavelu01,"Navas, C",593163,Widener,642203,widenta01
