game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2024-03-19,747896,6,10,16,Elly De La Cruz,682829,delacel01,Mike Ford,645801,fordmi01,Will Benson,666181,bensowi01,Bubba Thompson,669352,thompbu01,Eric Yang,687066,Jay Allen II,695481,Spencer Steer,668715,steersp01,Erik González,570481,gonzaer01,Alex McGarry,685127,Ehire Adrianza,501303,adriaeh01,Tucker Flint,687272,Willie Calhoun,641432,calhowi01,Livan Soto,670869,sotoli01,Cole Fontenelle,694304,Jake Marisnick,545350,marisja01,Sam Brown,694848,Miguel Sanó,593934,sanomi01,Chad Wallach,595453,wallach01,"Greene, H",668881,greenhu01,Kravetz,667478,"Díaz, A",664747,diazal03,"Moore, A",681097,Bruihl,677865,bruihju01,Detmers,672282,detmere01,"Suarez, J",660761,suarejo01
