game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-06,642115,7,7,Luis González,670768,gonzalu03,Nick Williams,608384,willini01,Matt Reynolds,608703,reynoma03,Gavin Sheets,657757,sheetga01,Yermín Mercedes,606213,merceye01,Blake Rutherford,666164,ruthebl01,Zach Remillard,621545,remilza01,Jonathan Lucroy,518960,lucrojo01,Danny Mendick,664901,mendida01,George Valera,671655,Will Benson,666181,bensowi01,Bo Naylor,666310,naylobo01,Steven Kwan,680757,kwanst01,Ryan Lavarnway,543432,lavarry01,Tyler Krieger,623513,José Fermín,665877,fermijo01,Jake Bauers,641343,bauerja01,Brayan Rocchio,677587,rocchbr01,"López, R",625643,lopezre01,Crochet,676979,crochga01,Flores Jr.,641576,florebe01,McRae,656725,mcraeal01,Tomshaw,607751,Moss,641900,Hentges,656529,hentgsa01,"Shaw, B",543766,shawbr01,Hembree,592390,hembrhe01,"Nelson, K",669459,nelsoky01
