game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-15,642094,4,4,Cullen Large,675925,Orelvis Martinez,682619,Chavez Young,669945,Leo Jimenez,677870,Logan Warmoth,657089,Joshua Palacios,641943,palacjo01,Richard Urena,620446,urenari01,Phil Clarke,671287,Otto Lopez,672640,lopezot01,Kody Clemens,665019,clemeko01,Riley Greene,682985,greenri03,Zack Short,670097,shortza01,Renato Núñez,600524,nunezre01,Parker Meadows,678009,meadopa01,Spencer Torkelson,679529,torkesp01,Dustin Garneau,572863,garnedu01,Daz Cameron,663662,camerda01,Eric Haase,606992,haaseer01,Ryu,547943,ryuhy01,Zeuch,643615,zeuchtj01,Bergen,664157,bergetr01,Payamps,606303,payamjo01,Boyd,571510,boydma01,Manning,666159,mannima02,"Alexander, T",641302,alexaty01,"Pérez, Fr",658530,"Del Pozo, M",600887,delpomi01
