game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2021-04-14,634516,8,8,Josh Naylor,647304,naylojo01,Ben Gamel,592325,gamelbe01,Jake Bauers,641343,bauerja01,Yu Chang,644374,changyu01,Amed Rosario,642708,rosaram01,Jordan Luplow,656669,luplojo01,César Hernández,514917,hernace02,Roberto Pérez,547379,perezro02,Franmil Reyes,614177,reyesfr01,Leury García,544725,garcile02,Adam Eaton,594809,eatonad02,Nick Madrigal,663611,madrini01,Yoán Moncada,660162,moncayo01,Andrew Vaughn,683734,vaughan01,José Abreu,547989,abreujo02,Zack Collins,641470,colliza01,Yermín Mercedes,606213,merceye01,Luis Robert Jr.,673357,roberlu01,Plesac,668676,plesaza01,Stephan,663986,stephtr01,"Maton, P",664208,matonph01,Quantrill,615698,quantca01,"Pérez, O",424144,perezol01,"Shaw, B",543766,shawbr01,Rodón,607074,rodonca01
