game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-12,747996,3,3,Jose Devers,691410,Milan Tolentino,675455,Petey Halpin,690984,Lorenzo Cedrola,661411,Alexfri Planez,678413,Raynel Delgado,669384,Bryan Lavastida,681526,lavasbr01,Kyle Manzardo,700932,manzaky01,Joe Naranjo,683172,Elier Hernandez,609274,hernael02,Sandro Fabian,660758,Abimelec Ortiz,694673,Cameron Cauley,695508,Frainyer Chavez,669413,Keyber Rodriguez,677601,Andrew Knapp,595284,knappan01,Jose Barrero,676480,garcijo02,Derek Hill,656537,hillde01,Bieber,669456,biebesh01,"Barlow, S",605130,barlosc01,Herrin,682120,herriti01,"Smith, C",671922,smithca06,Gose,543238,gosean01,Burns,669142,Heaney,571760,heanean01,"Duffy, D",518633,duffyda01,Yates,489446,yateski01,Church,687847,"Holder, J",656547,holdejo02
