game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-10,641960,5,6,11,Canaan Smith-Njigba,675986,smithca05,Nick Gonzales,693304,gonzani01,Travis Swaggerty,680552,swaggtr01,Mason Martin,676733,Cal Mitchell,668751,mitchca01,Tony Wolters,547172,wolteto01,Michael Pérez,605421,perezmi03,Hunter Owen,670462,owenhu01,Ji Hwan Bae,678225,baeji01,Armando Alvarez,669137,Mike Ford,645801,fordmi01,Thomas Milone,641882,Josh Breaux,677007,Trey Amburgey,664011,amburtr01,Oswald Peraza,672724,perazos02,Michael Beltre,642461,Ezequiel Duran,677649,duranez01,Hoy Park,660829,parkho01,Anderson,542881,anderty01,Feliz,593140,felizmi01,"Rodríguez, Ri",593144,rodriri05,Hartlieb,664129,hartlge01,Bednar,670280,bednada01,Cederlind,664977,cederbl01,Ogle,669180,Germán,593334,germado01,Chapman,547973,chapmar01,O'Day,503285,odayda01,Wilson,458677,wilsoju10,Lane,670065,Green,643338,greench03,King,650633,kingmi01
