game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-03,748131,5,2,7,Shay Whitcomb,694376,Grae Kessinger,666197,kessigr01,Corey Julks,667452,julksco01,Jake Meyers,676694,meyerja02,Will Wagner,695238,Jon Singleton,572138,singljo02,Kenedy Corona,685744,David Hensley,682073,henslda01,Yainer Diaz,673237,diazya02,Yolmer Sánchez,570560,sanchca01,Trayce Thompson,572204,thomptr01,Ji Man Choi,596847,choiji01,Alex Ramírez,691267,Tomás Nido,621512,nidoto01,Zack Short,670097,shortza01,Rylan Bannon,676625,bannory01,Ben Gamel,592325,gamelbe01,Luke Voit,572228,voitlu01,Urquidy,664353,urquijo01,Bielak,656232,bielabr01,Sousa,656986,sousabe01,Houser,605288,housead01,Cornielly,681739,Diekman,518617,diekmja01,Tonkin,543859,tonkimi01,Sulser,642121,sulseco01,Hamel,687589
