game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-26,718935,4,4,8,P.J. Higgins,664731,higgipj01,Channy Ortiz,671495,Jake McCarthy,664983,mccarja02,Dominic Canzone,686527,canzodo01,Jacen Roberson,682039,Brett Johnson,805842,Phillip Evans,595943,evansph01,Geraldo Perdomo,672695,perdoge01,Jake Hager,606993,hagerja01,Noah Campbell,668929,Kay-Lan Nicasia,702461,Tyler Black,672012,blackty01,Luke Adams,702726,Daniel Guilarte,694206,Gregory Barrios,699126,Hendry Mendez,694230,Jackson Chourio,694192,chourja01,Luis Lara,800325,"Kelly, M",518876,kellyme01,Sulser,642121,sulseco01,"Ferguson, T",621053,ferguty01,Saalfrank,685314,saalfan01,"Vizcaíno, R",642563,Woodruff,605540,woodrbr01,Varland,681402,varlagu01,Bush,456713,bushma01,Andrews,677076,andrecl02
