game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2024-05-29,746467,8,8,Yasmani Grandal,518735,grandya01,Rowdy Tellez,642133,tellero01,Ke'Bryan Hayes,663647,hayeske01,Alika Williams,675961,willial04,Andrew McCutchen,457705,mccutan01,Grant Koch,667428,Michael A. Taylor,572191,taylomi02,Nick Gonzales,693304,gonzani01,Ji Hwan Bae,678225,baeji01,Javier Báez,595879,baezja01,Riley Greene,682985,greenri03,Gio Urshela,570482,urshegi01,Spencer Torkelson,679529,torkesp01,Mark Canha,592192,canhama01,Jake Rogers,668670,rogerja03,Akil Baddoo,668731,baddoak01,Colt Keith,690993,keithco01,Wenceel Pérez,672761,perezwe01,Jones,683003,jonesja09,"Ortiz, L.L.",682847,ortizlu03,Nicolas,693312,nicolky01,Skubal,669373,skubata01,Englert,669438,englema01
