game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-06,642119,6,1,7,Johneshwy Fargas,641561,fargajo01,Mallex Smith,605480,smithma05,Patrick Mazeika,664850,mazeipa01,Ronny Mauricio,677595,mauriro01,Mark Vientos,668901,vientma01,Brett Baty,683146,batybr01,Pete Crow-Armstrong,691718,crowape01,Khalil Lee,666137,leekh01,Jake Hager,606993,hagerja01,Pedro León,694175,Robel García,596825,garciro02,Freudis Nova,671265,Garrett Stubbs,596117,stubbga01,Taylor Jones,622100,jonesta01,Lorenzo Quintana,679727,Jeremy Peña,665161,penaje02,Ronnie Dawson,669008,dawsoro01,Zach Daniels,671113,deGrom,594798,degroja01,Díaz,621242,diazed04,Castro,612434,castrmi01,Hunter,488984,hunteto02,"Montgomery, M",543557,montgmi01,Greinke,425844,greinza01,"Rodriguez, N",670550,rodrini01,"Martinez, S",661527,martise01,Hartman,670057,hartmry01
