game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-19,747894,8,8,16,Gabriel Arias,672356,ariasga01,Micah Pries,687588,Daniel Schneemann,682177,Will Brennan,686823,brennwi02,Dom Nuñez,624513,nunezdo01,Angel Zarate,702311,Raynel Delgado,669384,Chase DeLauter,800050,Micael Ramirez,676017,Adael Amador,691182,Grant Lavigne,680693,Drew Romo,691011,Yanquiel Fernandez,692585,Bladimir Restituyo,678837,Sterlin Thompson,694514,Warming Bernabel,682653,Hunter Stovall,667663,Ryan Ritter,690022,Barria,642545,barrija01,Abney,685095,Banda,607455,bandaan01,Oller,670124,ollerad01,Enright,663671,Leftwich,676393,Torres Jr.,678013,"Hudson, Dak",641712,hudsoda02,Beeks,656222,beeksja02,Hartlieb,664129,hartlge01,Kinley,641755,kinlety01,Darnell,699911,Bird,656234,birdja01,Poulin,676571,Mears,683232,mearsni01
