game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-16,719088,1,5,6,Moisés Castillo,665940,Billy Hamilton,571740,hamilbi02,Jake Marisnick,545350,marisja01,Chris Shaw,622046,shawch01,Victor Reyes,622682,reyesvi01,Erik González,570481,gonzaer01,Sebastián  Rivero,665861,riverse01,Nate Mondou,670148,mondona01,Duke Ellis,668752,Micah Pries,687588,Richie Palacios,680700,palacri01,Roman Quinn,596451,quinnro01,Tyler Freeman,671289,freemty01,Christian Cairo,686551,Will Brennan,686823,brennwi02,Zack Collins,641470,colliza01,David Fry,681807,fryda01,Bryan Lavastida,681526,lavasbr01,Avila,687014,avilani01,Middleton,641871,middlke01,Scholtens,669947,scholje01,"Lambert, J",669424,lambeji01,"Shaw, B",543766,shawbr01,German,681464,germafr02,McKenzie,663474,mckentr01,"Clase, E",661403,claseem01,Gaddis,683769,gaddihu01,Herrin,682120,herriti01
