game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-02-29,748181,1,2,3,Luisangel Acuña,682668,Drew Gilbert,687551,Jett Williams,702518,Kevin Parada,691006,Carlos Cortes,666126,JT Schwartz,681286,Luke Ritter,682239,Hayden Senger,663584,Alex Ramírez,691267,Corey Julks,667452,julksco01,Victor Caratini,605170,caratvi01,Miguel Palma,682692,Quincy Hamilton,680810,Pedro León,694175,Jesús Bastidas,665846,Jordan Brewer,685084,Chad Stevens,677060,Waner Luciano,800294,Quintana,500779,quintjo01,Parsons,663500,Megill,656731,megilty01,"Ramírez, Y",670990,ramiryo01,Adams,613534,adamsau02,Sulser,642121,sulseco01,Blanco,669854,blancro01,Bielak,656232,bielabr01,Mushinski,656786,mushipa01,"Ortega, O",661383,ortegol01,McDonald,680423,King,687911,Henley,668874,henlebl01
