game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-16,747938,6,6,Micah Pries,687588,Deyvison De Los Santos,691277,Lorenzo Cedrola,661411,Gabriel Rodriguez,682621,Will Brennan,686823,brennwi02,Raynel Delgado,669384,Bryan Lavastida,681526,lavasbr01,Justin Boyd,687628,José Tena,677588,tenajo01,Hunter Bishop,666183,Jimmy Glowenke,694368,Brett Wisely,689172,wiselbr01,Wade Meckler,685133,mecklwa01,Otto Lopez,672640,lopezot01,Trenton Brooks,670092,Pablo Sandoval,467055,sandopa01,Jakson Reetz,656883,reetzja01,Grant McCray,687529,McKenzie,663474,mckentr01,Leftwich,676393,Gaddis,683769,gaddihu01,Barria,642545,barrija01,Banda,607455,bandaan01,Jones,669437,Oller,670124,ollerad01,Jefferies,641726,jeffeda01,"Rogers, Ta",573124,rogerta01,"Rogers, Ty",643511,rogerty01,"Garrett, A",607237,garream01,Roupp,694738,rouppla01
