game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-19,747897,10,11,21,Jhonny Pereda,640902,peredjh01,Cristhian Rodriguez,682725,Yiddi Cappe,691268,Chase Luttrell,702292,José Devers,672701,deverjo01,Griffin Conine,665052,Carlos Santiago,678807,Paul McIntosh,682192,Jonathan Davis,641505,davisjo05,Mike Antico,690443,Nick Dunn,680709,Jared Young,676724,youngja02,Victor Scott II,687363,scottvi01,Wade Stauss,702328,Trey Paige,813852,Pedro Pagés,686780,pagespe02,Matt Koperniak,689288,José Fermín,665877,fermijo01,"Chirinos, Y",630023,chiriyo01,"Ramirez, E",642629,ramirem01,Nardi,677053,nardian01,Gutierrez,661269,gutievl01,"Taylor, E",681117,Henzman,669205,Gibson,502043,gibsoky01,Kittredge,552640,kittran01,"Romero, J",668941,romerjo01,O'Brien,676617,obrieri01,Leahy,681517,leahyky01
