game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-06,719244,1,10,11,P.J. Higgins,664731,higgipj01,Juan Centeno,518542,centeju01,Jesse Biddle,592145,biddlje01,Yairo Muñoz,622168,munozya01,Wilderd Patiño,679741,Phillip Evans,595943,evansph01,Caleb Roberts,681134,Buddy Kennedy,671083,kennebu01,Jake Hager,606993,hagerja01,Tyler Tolbert,686475,Clay Dungan,687867,Nick Loftin,679845,loftini01,Matt Beaty,607461,beatyma01,Tyler Gentry,694355,Jakson Reetz,656883,reetzja01,Edward Olivares,658668,olivaed02,Samad Taylor,669392,taylosa04,Logan Porter,682515,portelo01,Jameson,686753,jamesdr01,Vargas,672841,vargaca01,Melancon,453343,melanma01,Mantiply,573009,mantijo01,"Gilbert, T",656457,gilbety01,Hendrix,641682,hendrry01,Biddle,592145,biddlje01,Singer,663903,singebr01,Lynch IV,663738,lynchda02,Bubic,663460,bubickr01,"Barlow, S",605130,barlosc01,Lovelady,663992,lovelri01
