game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-06,748088,4,6,10,Matt Gorski,685301,Canaan Smith-Njigba,675986,smithca05,Jack Brannigan,687394,Jake Lamb,571875,lambja01,Nick Gonzales,693304,gonzani01,Ali Sánchez,645305,sanchal04,Termarr Johnson,702261,Gilberto Celestino,665482,celesgi01,Tsung-Che Cheng,691907,Ryan McKenna,663630,mckenry01,Heston Kjerstad,677008,kjershe01,Kyle Stowers,669065,stoweky01,Anthony Servideo,676545,Nick Maton,665155,matonni01,Tyler Nevin,663527,nevinty01,Maverick Handley,668974,Coby Mayo,691723,Daniel Johnson,669288,johnsda07,"Keller, M",656605,kellemi03,Chapman,547973,chapmar01,Mlodzinski,669387,mlodzca01,Ashcraft,677952,Ryan,656924,ryanry01,Teheran,527054,teherju01,Zimmermann,669145,zimmebr02,"Watson, R",670245,Tate,622253,tatedi01,Baumann,657508,baumami01,Vespi,663989,vespini01,Heasley,669169,heasljo01
