game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-01,719313,4,2,6,Jonny DeLuca,676356,delucjo01,Eddys Leonard,678760,Steven Duggar,621453,duggast01,Devin Mann,669471,Luke Williams,663897,willilu01,Jorbit Vivas,678391,Hunter Feduccia,676439,Andy Pages,681624,pagesan01,Bradley Zimmer,605548,zimmebr01,Evan Carter,694497,carteev01,Elier Hernandez,609274,hernael02,Luisangel Acuña,682668,Justin Foscue,679822,foscuju01,Blaine Crim,688760,Joe McCarthy,663411,mccarjo04,David García,671272,Nick Tanielu,657027,Matt Whatley,675662,May,669160,maydu01,Curtis,656342,Graterol,660813,gratebr01,Ferguson,657571,ferguca01,Nelson,519076,nelsoji02,Harris,677946,Stone,694813,stonega01,Cyr,664202,cyrty01,Heaney,571760,heanean01,Flores Jr.,641576,florebe01,"Hernández, J",642546,hernajo02,Ragans,666142,raganco01,Leone,608678,leonedo01,"Barnes, J",606930,barneja01,Lee,695445
