game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-29,642066,2,2,4,Pedro León,694175,Robel García,596825,garciro02,Alex De Goti,621008,degotal01,Aledmys Díaz,649557,diazal02,Jason Castro,488771,castrja01,Jose Siri,642350,sirijo01,Taylor Jones,622100,jonesta01,Jeremy Peña,665161,penaje02,Ronnie Dawson,669008,dawsoro01,Drew Mendoza,666141,Cody Wilson,680963,wilsoco01,Jackson Cluff,687714,Carlos Tocci,624636,toccica01,Tres Barrera,668663,barretr01,Israel Pineda,672832,pinedis01,Yadiel Hernandez,628450,hernaya01,Adrián Sanchez,506703,sanchad01,Luis García Jr.,671277,garcilu04,Odorizzi,543606,odorija01,Garza Jr.,621248,garzara01,"Smith, Joe",501925,smithjo05,"Rodriguez, N",670550,rodrini01,Hansen,667712,"Martinez, S",661527,martise01,Strasburg,544931,strasst01,Peterson,668720,Hand,543272,handbr01,Rainey,663432,raineta01,Suero,593833,suerowa01
