game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2023-03-17,719086,5,3,8,Heston Kjerstad,677008,kjershe01,Creed Willems,695735,Max Wagner,694484,Curtis Terry,663799,terrycu01,Dylan Beavers,687637,Collin Burns,700936,Maverick Handley,668974,Hudson Haskin,681370,Terrin Vavra,679631,vavrate01,Andrew Stevenson,664057,stevean01,Ryan LaMarre,534606,lamarry01,Tyler White,643603,whitety01,Yunior Severino,670870,Mark Contreras,676628,contrma01,Jair Camargo,665856,camarja01,Elliot Soto,519303,sotoel01,Seth Gray,680799,Matt Wallner,670242,wallnma01,Kremer,665152,kremede01,"Bautista, F",642585,bautife01,Politi,681555,Baker,641329,bakerbr01,Gillaspie,670810,gillalo01,Cano,666974,canoye01,Mahle,641816,mahlety01,Bugg,643239,Coulombe,543056,couloda01,"Ortega, O",661383,ortegol01,Schulfer,662165,Nordlin,676699
