game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-20,719033,7,5,12,Matt Fraizer,670208,Abrahan Gutierrez,670868,Carter Bins,670190,Connor Scott,669002,Chavez Young,669945,Aaron Shackelford,687823,Maikol Escotto,683500,Drew Maggi,543482,maggidr01,Andrés Alvarez,687019,Caleb Hamilton,643348,hamilca01,Niko Goodrum,592348,goodrni01,Marcus Wilson,657129,wilsoma02,Narciso Crook,643271,crookna01,Daniel Palka,594953,palkada01,Nick Sogard,686765,Christian Koss,683766,Tyler McDonough,694812,Ryan Fitzgerald,680837,"Ortiz, L.L.",682847,ortizlu03,Underwood Jr.,621249,underdu01,Holderman,670059,holdeco01,Zastryzny,642239,zastrro01,"Hernandez, J",669796,hernajo03,"Perdomo, A",622780,perdoan01,Bolton,675989,boltoco01,Whitlock,676477,whitlga01,Jansen,445276,janseke01,Schreiber,670167,schrejo01,Scroggins,667414,Brasier,518489,brasiry01,"Kelly, Z",677161,kellyza01,Sherriff,595411,sherrry01,Nail,678041
