game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-14,719127,3,10,13,Alex De Jesus,682942,Rafael Lantigua,672463,Estiven Machado,692497,LJ Talley,663544,Will Robertson,683770,Steward Berroa,672642,Andres Sosa,703245,Gabriel Martinez,683447,Rob Brantly,542963,brantro01,Willie Calhoun,641432,calhowi01,Max Burt,661733,Andrés Chaparro,665953,Mickey Gasper,681508,Alan Mejia,683013,Matt Pita,681862,Jesús Bastidas,665846,Trey Sweeney,700242,Billy McKinney,641856,mckinbi01,Hutchison,571800,hutchdr01,"Jackson, J",543351,jacksja01,Hatch,641672,hatchto01,Francis,670102,francbo01,"Lawrence, C",596271,lawreca01,"Fernández, Jul",642759,fernaju02,Cole,543037,colege01,King,650633,kingmi01,"Peralta, Wa",593974,peralwa01,"Hamilton, I",641656,hamilia01,Danish,641501,danisty01
