game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-13,642048,3,4,7,Johneshwy Fargas,641561,fargajo01,Drew Ferguson,664916,Wilfredo Tovar,541600,tovarwi01,Mallex Smith,605480,smithma05,Patrick Mazeika,664850,mazeipa01,José Peraza,606299,perazjo01,Mark Vientos,668901,vientma01,Khalil Lee,666137,leekh01,Jake Hager,606993,hagerja01,Cody Wilson,680963,wilsoco01,Yasmany Tomás,630111,tomasya01,Jackson Cluff,687714,Blake Swihart,596119,swihabl01,Andrew Stevenson,664057,stevean01,Hernán Pérez,541650,perezhe01,Jordy Mercer,474568,mercejo03,Yadiel Hernandez,628450,hernaya01,Luis García Jr.,671277,garcilu04,Yamamoto,657141,yamamjo01,Zamora,623354,zamorda01,Díaz,621242,diazed04,Familia,544727,familje01,Castro,612434,castrmi01,"Smith, Dr",622098,smithdr01,Gilliam,663894,Ross,605452,rossjo01,Bacus,621290,bacusda01,Fedde,607200,feddeer01,"Harper, R",607560,harpery01,McGowin,641851,mcgowky01
