game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-17,642137,1,9,10,Brent Rooker,667670,rookebr01,Kyle Garlick,664247,garliky01,Caleb Hamilton,643348,hamilca01,Keon Broxton,542979,broxtke01,Andrew Romine,461865,rominan01,Aaron Sabato,693306,Tzu-Wei Lin,624407,lintz02,Nelson Cruz,443558,cruzne02,Chris Williams,675910,Kevin Plawecki,608700,plaweke01,Michael Chavis,656308,chavimi01,Triston Casas,671213,casastr01,César Puello,527049,puellce01,Jonathan Araúz,660620,arauzjo01,Josh Ockimey,656807,Christian Arroyo,624414,arroych01,Jarren Duran,680776,duranja01,Michael Gettys,656455,Shoemaker,533167,shoemma01,"Anderson, S",641312,andersh01,"Rogers, Ta",573124,rogerta01,Colomé,517008,colomal01,Hackimer,664785,Alcala,660896,alcaljo01,"Law, D",571882,lawde01,Albers,452027,alberan01,"Rodriguez, Ed",593958,rodried05,Hernández,650382,hernada02,Brice,592169,briceau01,McCarthy,641838,mccarke01
