game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-22,719013,5,2,7,Shay Whitcomb,694376,Ryan Clifford,691775,Tyler Whitaker,696264,Zach Dezenzo,701305,Tim Borden II,680874,Mauricio Dubón,643289,dubonma01,Pedro León,694175,Bligh Madris,676632,madribl01,César Salazar,663967,salazce01,Tim Locastro,641796,locasti01,José Peraza,606299,perazjo01,Brett Baty,683146,batybr01,Danny Mendick,664901,mendida01,Agustin Ruiz,672361,Tomás Nido,621512,nidoto01,Mark Vientos,668901,vientma01,Jonathan Araúz,660620,arauzjo01,DJ Stewart,621466,stewadj01,Solis,672810,"Maton, P",664208,matonph01,"Abreu, B",650556,abreubr01,"Davis, A",656354,davisau01,Buttrey,621142,buttrty01,Conn,681958,Senga,673540,sengako01,Yacabonis,642231,yacabji01,McFarland,519008,mcfartj01,Hunter,488984,hunteto02,Brigham,656257,brighje01
